ModelGeography,SubGeography1,SubGeography2,Year,HGV+LGV+MGV+RAIL+WATER+AIR
INDIA,NER,AS,2041,1249999.9999999981
INDIA,NER,NE,2041,1249999.9999999981
INDIA,SR,AP,2041,1249999.9999999981
INDIA,SR,KA,2041,1249999.9999999981
INDIA,SR,KL,2041,1249999.9999999981
INDIA,SR,TN,2041,1249999.9999999981
INDIA,SR,TS,2041,1249999.9999999981
INDIA,NR,DL,2041,1249999.9999999981
INDIA,NR,HR,2041,1249999.9999999981
INDIA,NR,HP,2041,1249999.9999999981
INDIA,NR,JK,2041,1249999.9999999981
INDIA,NR,PB,2041,1249999.9999999981
INDIA,NR,RJ,2041,1249999.9999999981
INDIA,NR,UP,2041,1249999.9999999981
INDIA,NR,UK,2041,1249999.9999999981
